"Отец не ест зелёный лук, только красный.","Отец не ест зелёный лук, ___ только красный ___."
"Я люблю пиво, а ты вино.","Я люблю пиво, а ты ___ вино."
"Он начинает действовать открыто... подчеркивая, что выступает...","Он начинает действовать открыто... подчеркивая, что ___ выступает..."
"Они сейчас говорят на украинском языке, а не русском.","Они сейчас говорят на украинском языке, а ___ не ___ русском ___."
"Иван пишет литературу, а Коля музыку.","Иван пишет литературу, а Коля ___ музыку."
"Убил Смердяков, но как?","Убил Смердяков, но как ___?"
Тогда какое?!,Тогда какое ___?!
"Мы купили ту книгу по математике после того, как он купил эту.","Мы купили ту книгу по математике после того, как он купил эту ___."
"Он вдруг бросился и больно укусил мне палец, не знаю за что.","Он вдруг бросился и больно укусил мне палец, не знаю за что ___."
"Иван улыбается, и Миша знает почему.","Иван улыбается, и Миша знает почему ___."
"В Москву я хочу поехать, а в Петербург нет _.","В Москву я хочу поехать, а в Петербург ___ нет ____."
"Я не готовлю так хорошо, как ты.","Я не готовлю так хорошо, как ты ___."
"Каждый год я перечитываю ""Влаcтелина колец"", а моя подруга ""Хоббита"".","Каждый год я перечитываю ""Влаcтелина колец"", а моя подруга ___ ""Хоббита""."
"Каждый день утром он ест хлопья, а также вечером.","Каждый день утром он ест хлопья, а также ___ вечером."
"Кити не только уверила его, что она его любит, но даже, отвечая на его вопрос, за что она любит его, объяснила ему, за что.","Кити не только уверила его, что она его любит, но даже, отвечая на его вопрос, за что она любит его, объяснила ему, за что ___."
"Завтра я принесу лёд, а ты пиво.","Завтра я принесу лёд, а ты ___ пиво."
"Офицеры носят фуражку, а пехотинцы простые пилотки.","Офицеры носят фуражку, а пехотинцы ___ простые пилотки."
"В прошлом году мы выращивали только картошку, но в этом году и картошку и огурцы.","В прошлом году мы выращивали только картошку, но в этом году ___ и картошку и огурцы."
"Они купили надувной замок, но не ясно кому.","Они купили надувной замок, но не ясно кому ___."
"Она знает больше о своей стране, чем он.","Она знает больше о своей стране, чем он ___."
"Дина купила своей дочери школьные учебники, а Паша не купил.","Дина купила своей дочери школьные учебники, а Паша не купил ___."
"Довольно, не хочу!","Довольно, не хочу ___!"
"В понедельник мы читали первую часть романа, и во вторник вторую.","В понедельник мы читали первую часть романа, и во вторник ___ вторую ___."
"Вера и Лена читают газету, а Борис книгу.","Вера и Лена читают газету, а Борис ___ книгу."
"Вчера я не познакомил Машу с Сашей, но думаю, что завтра познакомлю.","Вчера я не познакомил Машу с Сашей, но ___ думаю, что завтра ___ познакомлю ___."
"Как он убит, чем и как?","Как он убит, чем ___ и как ___?"
"Вы не можете ответить, или просто не хотите?","Вы не можете ответить, или просто не хотите ___?"
