"Иван улыбается, и Миша знает почему.","Иван улыбается, и Миша знает почему ___."
"Я всегда нерничаю, а мой отец никогда.","Я всегда нерничаю, а мой отец ___ никогда."
"Я не умею готовить так хорошо, как ты.","Я не умею готовить так хорошо, как ты ___."
"Я не умею танцевать танго, но хочу.","Я не умею танцевать танго, но ___ хочу ___."
"Я не ем столько, как он.","Я не ем столько, как он ___."
"Петя хочет начать изучать французский язык, а Вася пытается немецкий.","Петя хочет начать изучать французский язык, а Вася пытается ___ немецкий ___."
"Петя перестал выходить покурать по утрам, а Вова по вечерам.","Петя перестал выходить покурать по утрам, а Вова ___ по вечерам."
"Бизнесмен получил два ранения, а его водитель три ранения.","Бизнесмен получил два ранения, а его водитель ___ три ранения."
"Никогда не хочу пользоваться духами, потому что дорого.","Никогда не хочу пользоваться духами, потому что ___ дорого."
"Моя мать работает не только днём, но и также вечером.","Моя мать работает не только днём, но и также ___ вечером."
"Я задал ему три вопроса, и ты тоже.","Я задал ему три вопроса, и ты тоже ___."
"Плюньте и уйдите, вот почему.","Плюньте и уйдите, вот почему ___."
"Она считает его великолепным композитором, и он её.","Она считает его великолепным композитором, и он ___ её ___."
"Павель играет на скрипке, Валерий на виолинчели и Петр на рояле.","Павель играет на скрипке, Валерий ___ на виолинчели и Петр ___ на рояле."
"Хотя мы хотели нарушить закон, мы не посмели.","Хотя мы хотели нарушить закон, мы не посмели ___."
"Вчера я не познакомил Машу с Сашей, но думаю, что завтра познакомлю.","Вчера я не познакомил Машу с Сашей, но ___ думаю, что завтра ___ познакомлю ___."
"Каждый день утром он ест хлопья, но вечером стейк.","Каждый день утром он ест хлопья, но ___ вечером ___ стейк."
"Он сомневается, что когда-нибудь выиграет в лотерею, но всё таки надеется.","Он сомневается, что когда-нибудь выиграет в лотерею, но всё таки надеется ___."
Как?,Как ___?
"Вера и Лена читают газету, а Борис книгу.","Вера и Лена читают газету, а Борис ___ книгу."
"Граница Финландии с Россией длинная, с Норвегией короткая, а со Швецией - средняя.","Граница Финландии с Россией длинная, ___ с Норвегией короткая, а ___ со Швецией - средняя."
Почему?,Почему ___?
"Ольга хорошо говорит по-немецки, и Катя тоже.","Ольга хорошо говорит по-немецки, и Катя тоже ___."
"Фёдор часто знакомится с новыми людьми, а Лена редко.","Фёдор часто знакомится с новыми людьми, а Лена ___ редко."
"Он хорошо понимает математику, и биологию.","Он хорошо понимает математику, и ___ биологию."
"В понедельник мы читали первую часть романа, и во вторник вторую.","В понедельник мы читали первую часть романа, и во вторник ___ вторую ___."
"Каждый год он разбивает стакан, и его мать тоже.","Каждый год он разбивает стакан, и его мать тоже ___."
"Дмитрия же не застанет еще вернее, и ему предчувствовалось почему.","Дмитрия же не застанет еще вернее, и ему предчувствовалось почему ___."
"Я больше пью виски, чем он водку.","Я больше пью виски, чем он ___ водку."
"Петя хочет начать изучать французский язык, а Вася немецкий.","Петя хочет начать изучать французский язык, а Вася ___ немецкий ___."
"Митя где-то будет праздновать день рождения, но не знаю где.","Митя где-то будет праздновать день рождения, но не знаю где ___."
"Они сейчас говорят на украинском языке, а не на русском.","Они сейчас говорят на украинском языке, а ___ не ___ на русском ___."
"Она знает больше о своей стране, чем он.","Она знает больше о своей стране, чем он ___."
"Я подготовлю материалы на понедельник, а ты на вторник.","Я подготовлю материалы на понедельник, а ты ___ на вторник."
"Завтра я принесу лёд, а ты пиво.","Завтра я принесу лёд, а ты ___ пиво."
"Они сейчас говорят на украинском языке, а не русском.","Они сейчас говорят на украинском языке, а ___ не ___ русском ___."
Я в этом году.,Я ___ в этом году.
"Я хотел чай из Китая, а не из Индии.","Я хотел чай из Китая, а ___ не ___ из Индии."
"В зоопарке я люблю смотреть слонов, и мои сёстры тоже.","В зоопарке я люблю смотреть слонов, и мои сёстры тоже ___."
"Убил Смердяков, но как?","Убил Смердяков, но как ___?"
"Кити не только уверила его, что она его любит, но даже, отвечая на его вопрос, за что она любит его, объяснила ему, за что.","Кити не только уверила его, что она его любит, но даже, отвечая на его вопрос, за что она любит его, объяснила ему, за что ___."
"Я задал ему три вопроса, и ты тоже.","Я задал ему три вопроса, и ты тоже ___."
"Сегодня пойдём в бар, но мне ещё не сказали когда.","Сегодня пойдём в бар, но мне ещё не сказали когда ___."
"Володя сказал, что купит зеленую лампу.","Володя сказал, что ___ купит зеленую лампу."
"Я говорю по-русски, но не очень хорошо.","Я говорю по-русски, но не очень хорошо ___."
"Петя не может получать $3000, а его заместитель $4000.","Петя не может получать $3000, а его заместитель ___ $4000."
"Верю, да не знаю во что.","Верю, да не знаю во что ___."
"Преследовать и звать его он не захотел, он знал почему.","Преследовать и звать его он не захотел, он знал почему ___."
"Когда Петя пришел, я обрадовался, а Вася нет _.","Когда Петя пришел, я обрадовался, а Вася нет ____."
"Я не знаю что, но что-то Марина увидела.","Я не знаю что ___, но что-то Марина увидела."
"Они смеются, но непонятно над кем.","Они смеются, но непонятно над кем ___."
"Она убила его, но чем, не знаем.","Она убила его, но чем ___, не знаем."
Когда?,Когда ___?
"Я думал, что Саша будет петь эту песню, а на самом деле Маша будет _.","Я думал, что Саша будет петь эту песню, а на самом деле Маша будет ____."
"Мы очень хотим путешествовать по Украине, но сейчас не можем.","Мы очень хотим путешествовать по Украине, но сейчас не можем ___."
"Я хочу поехать за границу, но не знаю куда.","Я хочу поехать за границу, но не знаю куда ___."
"Марина увидела что-то странное, но я не знаю что.","Марина увидела что-то странное, но я не знаю что ___."
"Я думал, что никто не знает эту песню, а на самом деле Маша спела _.","Я думал, что никто не знает эту песню, а на самом деле Маша спела ____."
"Она меня не любит, и я её.","Она меня не любит, и я её ___."
"Я всем буду помагать, даже Пете буду.","Я всем буду помагать, даже Пете ___ буду ___."
"Моя подруга всегда принимает душ вечером, а я утром.","Моя подруга всегда принимает душ вечером, а я ___ утром."
"Ваня сказала, что Вика тебя позвала гулять, а я думал, что меня _.","Ваня сказала, что Вика тебя позвала гулять, а я думал, что ___ меня ____."
"Я умею управлять самолётом, но не вертолётом.","Я умею управлять самолётом, но ___ не ___ вертолётом."
"Лидия переедет в Тверь, а её сестра в Новосибирьск.","Лидия переедет в Тверь, а её сестра ___ в Новосибирьск."
"Каждый год я перечитываю ""Влаcтелина колец"", а моя подруга ""Хоббита"".","Каждый год я перечитываю ""Влаcтелина колец"", а моя подруга ___ ""Хоббита""."
"Она умерла в 1975, а её муж годом позже, в 1976.","Она умерла в 1975, а её муж ___ годом позже, в 1976."
Много?,Много ___?
"Он вдруг бросился и больно укусил мне палец, не знаю за что.","Он вдруг бросился и больно укусил мне палец, не знаю за что ___."
"Мне надо убрать гостиную сегодня, а тебе завтра.","Мне надо убрать гостиную сегодня, а тебе ___ завтра."
"Я приправлю суп паприкой, а ты чёрным перцем.","Я приправлю суп паприкой, а ты ___ чёрным перцем."
"Я в первый раз там попробовал сало, и ты тоже.","Я в первый раз там попробовал сало, и ты тоже ___."
От кого же?,От кого же ___?
"В детстве я ел много мороженого, но сейчас в зрелости мало.","В детстве я ел много мороженого, но сейчас в зрелости ___ мало ___."
"Я чаще пью виски, чем он водку.","Я чаще пью виски, чем он ___ водку."
"Все ненавидят наш дом, но любят их.","Все ненавидят наш дом, но ___ любят их ___."
Чем?,Чем ___?
"Там знали, что Крымов невиновен, a посадили.","Там знали, что Крымов невиновен, a посадили ___."
"Он начинает действовать открыто... подчеркивая, что выступает...","Он начинает действовать открыто... подчеркивая, что ___ выступает..."
"Он придумал музыку песни, а она текст.","Он придумал музыку песни, а она ___ текст."
"Мне нравится эта песня, но не знаю почему.","Мне нравится эта песня, но не знаю почему ___."
"Я в первый раз там попробовал сало, и ты тоже.","Я в первый раз там попробовал сало, и ты тоже ___."
"Они купили надувной замок, но не ясно кому.","Они купили надувной замок, но не ясно кому ___."
"Георгий готовит макароны, а Лена песто.","Георгий готовит макароны, а Лена ___ песто."
"В Москву я хочу поехать, а в Петербург нет _.","В Москву я хочу поехать, а в Петербург ___ нет ____."
А они нападают на Анну. За что?,А они нападают на Анну. За что ___?
"Они попросили меня пойти на озеро, но у меня нет времени.","Они попросили меня пойти на озеро, но у меня нет времени ___."
"Мне вчера что-нибудь снилось, но не помню, что.","Мне вчера что-нибудь снилось, но не помню, что ___."
"Мы купили ту книгу по математике после того, как он купил эту.","Мы купили ту книгу по математике после того, как он купил эту ___."
"Я сделал один бутерброд утром, и потом ещё один вечером.","Я сделал один бутерброд утром, и потом ещё один ___ вечером."
"В прошлом году мы выращивали только картошку, но в этом году и картошку и огурцы.","В прошлом году мы выращивали только картошку, но в этом году ___ и картошку и огурцы."
