"В понедельник мы читали первую часть романа, и во вторник вторую.","В понедельник мы читали первую часть романа, и во вторник ___ вторую ___."
"Я сделал один бутерброд утром, и потом ещё один вечером.","Я сделал один бутерброд утром, и потом ещё один ___ вечером."
"Моя девушка хочет в кино всегда, а я никогда.","Моя девушка хочет в кино всегда, а я никогда ___."
"Каждый день утром он ест хлопья, и вечером тоже.","Каждый день утром он ест хлопья, и ___ вечером ___ тоже."
Только Петя будет.,Только Петя будет ___.
"Мы учимся языкам, а все наши друзья бизнесу.","Мы учимся языкам, а все наши друзья ___ бизнесу."
"Так ли, для этого ли?","Так ли, для этого ли ___?"
"Я не знаю, для чего.","Я не знаю, для чего ___."
"Кто-то съел все печенья, но я не знаю, кто.","Кто-то съел все печенья, но я не знаю, кто ___."
"Демократы голосуют за законопроект, а республиканцы против.","Демократы голосуют за законопроект, а республиканцы ___ против ___."
"Я не умею готовить так хорошо, как ты.","Я не умею готовить так хорошо, как ты ___."
"Каждый пригласил кого-то танцевать, но я не помню, кто кого.","Каждый пригласил кого-то танцевать, но я не помню, кто кого ___."
"Она попросила Мишу остаться, и Вася тоже.","Она попросила Мишу остаться, и Вася тоже ___."
"Бизнесмен получил два ранения, а его водитель три ранения.","Бизнесмен получил два ранения, а его водитель ___ три ранения."
"Каждый день утром он ест хлопья, но вечером стейк.","Каждый день утром он ест хлопья, но ___ вечером ___ стейк."
"Да, я распоряжусь, — решила она и, возвращаясь к прежним мыслям, вспомнила, что что-то важное, душевное было не додумано еще, и она стала вспоминать что.","Да, я распоряжусь, — решила она и, возвращаясь к прежним мыслям, вспомнила, что что-то важное, душевное было не додумано еще, и она стала вспоминать что ___."
"Она меня не любит, и я её.","Она меня не любит, и я её ___."
"Я люблю пиво, а ты вино.","Я люблю пиво, а ты ___ вино."
"Мы пришли сюда, потому что мы хотели.","Мы пришли сюда, потому что мы хотели ___."
"Петя не может получать $3000, а его заместитель $4000.","Петя не может получать $3000, а его заместитель ___ $4000."
Тогда какое?!,Тогда какое ___?!
"Я задал ему три вопроса, и ты тоже.","Я задал ему три вопроса, и ты тоже ___."
"Рубашка мне слишком велика, а брюки малы.","Рубашка мне слишком велика, а брюки ___ малы."
"Вера и Лена читают газету, а Борис книгу.","Вера и Лена читают газету, а Борис ___ книгу."
"Я не знаю что, но что-то Марина увидела.","Я не знаю что ___, но что-то Марина увидела."
"Я предпочитаю есть зразы с говядиной, а ты с свининой.","Я предпочитаю есть зразы с говядиной, а ты ___ с свининой."
"Она знает больше о своей стране, чем он.","Она знает больше о своей стране, чем он ___."
Почему?,Почему ___?
"Они смеются, но непонятно над кем.","Они смеются, но непонятно над кем ___."
"Мои родители живут в Новгороде, и сестра тоже.","Мои родители живут в Новгороде, и сестра тоже ___."
"Андрей считает, что никто не будет делать это домашнее задание, но я буду.","Андрей считает, что никто не будет делать это домашнее задание, но я буду ___."
"Петя перестал выходить покурать по утрам, а Вова по вечерам.","Петя перестал выходить покурать по утрам, а Вова ___ по вечерам."
"Он сказал, что Катя будет читать эту лекцию, а на самом дело Cережа будет.","Он сказал, что Катя будет читать эту лекцию, а на самом дело Cережа будет ___."
"Ваня сказал, что Вика поедет в Петербург, и я думаю, что Маша тоже _.","Ваня сказал, что Вика поедет в Петербург, и я думаю, что Маша тоже ____."
"Моя мать хочет новый компьютер, но ещё не знает, какого бренда.","Моя мать хочет новый компьютер, но ___ ещё не знает, какого бренда ___."
"Саша прочитал мою статью, а Дима прочитал твою.","Саша прочитал мою статью, а Дима прочитал твою ___."
"Я уверен, что он ненавидит _.","Я уверен, что он ненавидит ____."
"Граница Финландии с Россией длинная, с Норвегией короткая, а со Швецией - средняя.","Граница Финландии с Россией длинная, ___ с Норвегией короткая, а ___ со Швецией - средняя."
"Она знает больше о своей стране, чем он.","Она знает больше о своей стране, чем он ___."
"Я страдаю, ты страдаешь. За что?","Я страдаю, ты страдаешь. За что ___?"
