"Каждый пригласил кого-то танцевать, но я не помню, кто кого.","Каждый пригласил кого-то танцевать, но я не помню, кто кого ___."
"В понедельник мы читали первую часть романа, и во вторник вторую.","В понедельник мы читали первую часть романа, и во вторник ___ вторую ___."
"Кто-то что-то пел, но я не понимал, кто что.","Кто-то что-то пел, но я не понимал, кто что ___."
"Она знает больше о своей стране, чем он.","Она знает больше о своей стране, чем он ___."
"Я не знаю что, но что-то Марина увидела.","Я не знаю что ___, но что-то Марина увидела."
"Ольга уехала из своей страны в молодом возрасте, и Катя тоже.","Ольга уехала из своей страны в молодом возрасте, и Катя тоже ___."
"Вчера я не познакомил Машу с Сашей, но думаю, что завтра познакомлю.","Вчера я не познакомил Машу с Сашей, но ___ думаю, что завтра ___ познакомлю ___."
"Никогда не хочу пользоваться духами, потому что дорого.","Никогда не хочу пользоваться духами, потому что ___ дорого."
"Я думал, что никто не знает эту песню, а на самом деле Маша спела _.","Я думал, что никто не знает эту песню, а на самом деле Маша спела ____."
"Петя не может получать $3000, а его заместитель $4000.","Петя не может получать $3000, а его заместитель ___ $4000."
"В прошлом году мы выращивали только картошку, но в этом году и картошку и огурцы.","В прошлом году мы выращивали только картошку, но в этом году ___ и картошку и огурцы."
"Каждый день утром он ест хлопья, а также вечером.","Каждый день утром он ест хлопья, а также ___ вечером."
Когда?,Когда ___?
"Мои друзья поедут туда на самолёте, а я на машине.","Мои друзья поедут туда на самолёте, а я ___ на машине."
"Моя мать работает не только днём, но и также вечером.","Моя мать работает не только днём, но и также ___ вечером."
"Он хорошо готовить суп с мясом, а она без мяса.","Он хорошо готовить суп с мясом, а она ___ без мяса."
А они нападают на Анну. За что?,А они нападают на Анну. За что ___?
"Я не хотел, но вчера мы ходили в кино.","Я не хотел ___, но вчера мы ходили в кино."
"Вера и Лена читают газету, а Борис книгу.","Вера и Лена читают газету, а Борис ___ книгу."
"Они сейчас говорят по-украински, а не по-русски.","Они сейчас говорят по-украински, а ___ не ___ по-русски."
"Он говорит с иностранным акцентом, но мы не знаем почему.","Он говорит с иностранным акцентом, но мы не знаем почему ___."
Не знаю от кого.,Не знаю от кого ___.
"Я больше пью виски, чем он водку.","Я больше пью виски, чем он ___ водку."
Почему?,Почему ___?
"Cледовательно, бросая камень, мальчик не увеличивал его кинетическую энергию, a уменьшил.","Cледовательно, бросая камень, мальчик не увеличивал его кинетическую энергию, a уменьшил ___."
"И Ольгу встретили в магазине, и Kатю _.","И Ольгу встретили в магазине, и Kатю ____."
Конечно познакомил _.,Конечно ___ познакомил ____.
"Я хотел чай из Китая, а не из Индии.","Я хотел чай из Китая, а ___ не ___ из Индии."
"Демократы голосуют за законопроект, а республиканцы против.","Демократы голосуют за законопроект, а республиканцы ___ против ___."
"Так ли, для этого ли?","Так ли, для этого ли ___?"
"Петя в Москву приехал, а Вася в Петербург нет _.","Петя в Москву приехал, а Вася в Петербург нет ____."
"Каждый день утром он ест хлопья, но вечером стейк.","Каждый день утром он ест хлопья, но ___ вечером ___ стейк."
Много?,Много ___?
